iteration,target,energy,pressure,grating_pair_displacement
0,59308682306389.875,0.0010919154032918018,1.0002859370433623,0.00022032449344215805
1,46297310672234.49,0.0010116328008422878,1.2308464869219944,-0.00035324410918288697
2,82681372361833.86,0.0009303821479643697,1.9919186855766748,-0.00015443927295695226
3,246183171332623.8,0.00117717171380235,2.7130487509918986,-8.080548559670519e-05
4,39292663275869.42,0.0009431165748120622,1.0684689829948155,0.0003781174363909454
5,251546901375921.03,0.0012693272571248815,2.396724571114379,-8.269519763287305e-05
6,54438589608387.055,0.0008982708570166636,3.0018614216888415,-0.0003018985109151212
7,143048664351434.94,0.0014777831030035782,2.730806539173285,-0.00018657582184075715
8,55296413462987.945,0.0014134724066072269,1.2126105284244448,0.0003946066635038473
9,50058661984286.54,0.0008273383482630177,3.1953562585735327,-0.0003301695804354311
10,193161170951316.6,0.0008688427836831351,3.394723825376255,-7.889237499494786e-05
11,92240561245564.28,0.001173215699481112,1.7887890775151574,0.00019187711395047332
12,54771063290973.79,0.0012805506493771086,1.0457206933604795,0.0003346256718973729
13,57257646409845.664,0.0013251010204614773,2.8704141359495985,0.0004888610889064947
14,49406051751193.29,0.0009963107944450838,1.258065016444105,0.0002892793284514885
15,48245244132783.27,0.0011135254683231337,1.7340353709341987,0.0004085955030930956
16,37590226854330.7,0.0010014427370104442,1.0484173946757427,-0.0003699714278817223
17,64102626767147.03,0.0012751848730579237,1.6638666484305655,-0.000288371883999941
18,51157867831586.47,0.0011441012114962368,2.435294013730033,-0.00044663745488291963
19,180600776007364.22,0.0009027100024340672,2.749395900052328,8.930553690328423e-05
20,173728573718129.3,0.0008716341001794781,2.7360003943193627,-8.59440121804317e-05
21,48123895978890.25,0.0010899254886688318,2.339741014788779,-0.00045004654105391283
22,494588869617347.2,0.0012646562516538521,3.361486889977033,1.4889112058308514e-05
23,48858116482888.51,0.001210588528351395,1.3436867603655938,0.0004034019152878835
24,53616872509423.65,0.000897493443075531,1.9941920924638339,0.0003073912887095238
25,41752481163065.85,0.000915747937981853,1.8694146493637664,0.0004275085803960339
26,109109912234686.94,0.001325568472195309,3.2082652280145245,0.00022599798535045143
27,78726950679580.38,0.0012365705449389262,1.8722458549446064,0.00025094243402733717
28,46085819608302.734,0.0009889495242355183,2.0702279746782373,0.0003958862181960668
29,158240021265168.62,0.0014753880330038698,2.5542393005228043,0.0001634414978184481
30,40876422596112.63,0.0008803221810673627,2.124780333699851,0.00044948925870707125
31,189700346450563.8,0.0012048727300709922,1.5925674506075693,-9.186319723871882e-05
32,227075323484794.78,0.0014323656643935776,1.0071758175778975,7.367948667228591e-05
33,107252348561640.0,0.0012320014395345068,2.317645255644023,-0.00017335509822790388
34,179434449210243.75,0.0014201594695175423,3.271337877299498,-0.0001427302399975002
35,53448561090110.6,0.0012363520810542619,3.3235930843594033,-0.0004841787571534437
36,44751554110462.445,0.001283627842261847,1.4308512708633214,0.0004973228504514804
37,43983409579113.94,0.0008959950247402145,2.7420454037247506,0.00043259546303716354
38,63751300476544.51,0.0008462001209054438,2.884690471153116,0.00025546305260246637
39,87941453429832.45,0.0014461171748825384,1.3106774049304117,0.00021152475862847172
40,31550364571885.887,0.000813916093687857,1.0707662200519865,-0.00047378901312228073
41,50602788886982.58,0.0009723477473221322,2.347077660854132,0.00036002794868288807
42,53728972977582.34,0.0011869753850800363,1.310433287799778,0.0003420308923596057
43,215427305099392.0,0.0009954285753077977,3.423989370799186,8.575927145828784e-05
44,52960846396385.05,0.001192721153478997,3.001581681701541,-0.000481352710627057
45,56995423588571.984,0.0009630819916887144,1.9696516101604293,0.0003071051956187791
46,99472677619795.36,0.0014044792981916,2.390600584976047,0.00024712164273718465
47,35906647568753.56,0.0008955186579624795,1.3033586393518433,-0.00044008231048778837
48,37515523403967.67,0.0008311863149813333,1.5642733465196368,-0.0003925058708939071
49,253612727196239.8,0.0012990922862678737,1.0313899503977897,5.9716982054142456e-05
